意图,问题,回应
联络时间,主持人回复我的时间有时间限制吗？,房东有 24 小时接受或拒绝您的请求，但绝大多数会在 12 小时内回复。很有可能，它会更快：超过一半的旅行请求在主人阅读它的一小时内被接受。您可以随时查看您的旅行请求的状态，但当事情发生变化时，您也会收到电子邮件更新。当房东确认您的请求后，爱彼迎将处理并全额收取您的付款。如果他们拒绝或让它过期，您将不会被收取费用，您可以自由预订不同的住宿。需要来自您的主机的更多信息？您可以使用收件箱向房东发送消息或前往您的旅行。
联络时间,楼主大概多久回复我？,房东有 24 小时接受或拒绝您的请求，但绝大多数会在 12 小时内回复。很有可能，它会更快：超过一半的旅行请求在主人阅读它的一小时内被接受。您可以随时查看您的旅行请求的状态，但当事情发生变化时，您也会收到电子邮件更新。当房东确认您的请求后，爱彼迎将处理并全额收取您的付款。如果他们拒绝或让它过期，您将不会被收取费用，您可以自由预订不同的住宿。需要来自您的主机的更多信息？您可以使用收件箱向房东发送消息或前往您的旅行。
联络时间,楼主多久回复？,房东有 24 小时接受或拒绝您的请求，但绝大多数会在 12 小时内回复。很有可能，它会更快：超过一半的旅行请求在主人阅读它的一小时内被接受。您可以随时查看您的旅行请求的状态，但当事情发生变化时，您也会收到电子邮件更新。当房东确认您的请求后，爱彼迎将处理并全额收取您的付款。如果他们拒绝或让它过期，您将不会被收取费用，您可以自由预订不同的住宿。需要来自您的主机的更多信息？您可以使用收件箱向房东发送消息或前往您的旅行。
更改待定,我可以请求更改待定行程吗？,改变计划？没问题。只要您的预订状态仍处于待处理状态，您就可以撤回您的请求并发送一个新请求：只需转到您与房东的消息线程并选择撤回请求，或者您可以前往旅行并取消待处理的旅行请求。之后，只需发送一个包含更新详细信息的新请求。取消或撤回请求后，您可以发送新的请求，其中包含更改的日期或客人人数。
更改待定,我可以更改待定行程吗？,改变计划？没问题。只要您的预订状态仍处于待处理状态，您就可以撤回您的请求并发送一个新请求：只需转到您与房东的消息线程并选择撤回请求，或者您可以前往旅行并取消待处理的旅行请求。之后，只需发送一个包含更新详细信息的新请求。取消或撤回请求后，您可以发送新的请求，其中包含更改的日期或客人人数。
更改待定,如何更改待定行程？,改变计划？没问题。只要您的预订状态仍处于待处理状态，您就可以撤回您的请求并发送一个新请求：只需转到您与房东的消息线程并选择撤回请求，或者您可以前往旅行并取消待处理的旅行请求。之后，只需发送一个包含更新详细信息的新请求。取消或撤回请求后，您可以发送新的请求，其中包含更改的日期或客人人数。
更改待定,我想对待定行程进行更改,改变计划？没问题。只要您的预订状态仍处于待处理状态，您就可以撤回您的请求并发送一个新请求：只需转到您与房东的消息线程并选择撤回请求，或者您可以前往旅行并取消待处理的旅行请求。之后，只需发送一个包含更新详细信息的新请求。取消或撤回请求后，您可以发送新的请求，其中包含更改的日期或客人人数。
更改待定,更改待处理的预订,改变计划？没问题。只要您的预订状态仍处于待处理状态，您就可以撤回您的请求并发送一个新请求：只需转到您与房东的消息线程并选择撤回请求，或者您可以前往旅行并取消待处理的旅行请求。之后，只需发送一个包含更新详细信息的新请求。取消或撤回请求后，您可以发送新的请求，其中包含更改的日期或客人人数。
更改待定,我想更改预订,改变计划？没问题。只要您的预订状态仍处于待处理状态，您就可以撤回您的请求并发送一个新请求：只需转到您与房东的消息线程并选择撤回请求，或者您可以前往旅行并取消待处理的旅行请求。之后，只需发送一个包含更新详细信息的新请求。取消或撤回请求后，您可以发送新的请求，其中包含更改的日期或客人人数。
预订体验,如何预订体验？,预订很容易——只需在爱彼迎网站或应用程序上找到“体验”部分。您可以选择特定的城市和日期，或浏览所有体验。请记住，体验可用性由个人主机设置。需要一个很棒的住宿活动吗？您无需在 爱彼迎 上预订房屋即可预订体验。
预订体验,我需要帮助来预订体验,预订很容易——只需在爱彼迎网站或应用程序上找到“体验”部分。您可以选择特定的城市和日期，或浏览所有体验。请记住，体验可用性由个人主机设置。需要一个很棒的住宿活动吗？您无需在 爱彼迎 上预订房屋即可预订体验。
预订体验,如何预订体验？,预订很容易——只需在爱彼迎网站或应用程序上找到“体验”部分。您可以选择特定的城市和日期，或浏览所有体验。请记住，体验可用性由个人主机设置。需要一个很棒的住宿活动吗？您无需在 爱彼迎 上预订房屋即可预订体验。
预订体验,在哪里预订体验？,预订很容易——只需在爱彼迎网站或应用程序上找到“体验”部分。您可以选择特定的城市和日期，或浏览所有体验。请记住，体验可用性由个人主机设置。需要一个很棒的住宿活动吗？您无需在 爱彼迎 上预订房屋即可预订体验。
预订体验,我想预约体验,预订很容易——只需在爱彼迎网站或应用程序上找到“体验”部分。您可以选择特定的城市和日期，或浏览所有体验。请记住，体验可用性由个人主机设置。需要一个很棒的住宿活动吗？您无需在 爱彼迎 上预订房屋即可预订体验。
预订体验,预订体验的方式,预订很容易——只需在爱彼迎网站或应用程序上找到“体验”部分。您可以选择特定的城市和日期，或浏览所有体验。请记住，体验可用性由个人主机设置。需要一个很棒的住宿活动吗？您无需在 爱彼迎 上预订房屋即可预订体验。
预订多种体验,我可以预订多种体验吗？,您可以预订尽可能多的体验！只需交叉检查时间表以避免重叠的预订体验。
预订多种体验,可以预订很多体验吗？,您可以预订尽可能多的体验！只需交叉检查时间表以避免重叠的预订体验。
预订多种体验,我可以一次预订多个体验吗？,您可以预订尽可能多的体验！只需交叉检查时间表以避免重叠的预订体验。
